,year,team,topicID,un,cut-off,fnCutoff,pairwiseBiasCut
228,2005.0,MSRA053,3.0,100,100,12,0.5757575757575758
229,2005.0,MSRA054,3.0,100,10,1,1.0
230,2005.0,MSRA054,3.0,100,20,3,0.7058823529411765
231,2005.0,MSRA054,3.0,100,40,3,0.32432432432432434
232,2005.0,MSRA054,3.0,100,80,10,0.54
233,2005.0,MSRA054,3.0,100,100,13,0.53315649867374
234,2005.0,MSRA055,3.0,100,10,1,0.5555555555555556
235,2005.0,MSRA055,3.0,100,20,2,0.4722222222222222
236,2005.0,MSRA055,3.0,100,40,7,0.6363636363636364
237,2005.0,MSRA055,3.0,100,80,12,0.47794117647058826
238,2005.0,MSRA055,3.0,100,100,14,0.462624584717608
239,2005.0,PRISEX1,3.0,NA,NA,NA,NA
240,2005.0,PRISEX2,3.0,NA,NA,NA,NA
241,2005.0,PRISEX3,3.0,NA,NA,NA,NA
242,2005.0,PRISEX4,3.0,NA,NA,NA,NA
243,2005.0,PRISEX5,3.0,NA,NA,NA,NA
244,2005.0,qmirex1,3.0,NA,NA,NA,NA
245,2005.0,qmirex2,3.0,NA,NA,NA,NA
246,2005.0,qmirex3,3.0,NA,NA,NA,NA
247,2005.0,qmirex4,3.0,NA,NA,NA,NA
248,2005.0,THUENT0501,3.0,NA,NA,NA,NA
249,2005.0,THUENT0502,3.0,NA,NA,NA,NA
250,2005.0,THUENT0503,3.0,NA,NA,NA,NA
251,2005.0,THUENT0504,3.0,NA,NA,NA,NA
252,2005.0,THUENT0505,3.0,NA,NA,NA,NA
253,2005.0,uams05run0,3.0,100,10,1,1.0
254,2005.0,uams05run0,3.0,100,20,3,0.7058823529411765
255,2005.0,uams05run0,3.0,100,40,7,0.6017316017316018
256,2005.0,uams05run0,3.0,100,80,13,0.48679678530424797
257,2005.0,uams05run0,3.0,100,100,17,0.4982282069454288
258,2005.0,uams05run1,3.0,100,10,1,0.7777777777777778
259,2005.0,uams05run1,3.0,100,20,3,0.6470588235294118
260,2005.0,uams05run1,3.0,100,40,5,0.49142857142857144
